Date,Close
02-01-2015,3.003000020980835
05-01-2015,2.881999969482422
06-01-2015,2.937999963760376
07-01-2015,2.871000051498413
08-01-2015,2.927000045776367
09-01-2015,2.946000099182129
12-01-2015,2.7950000762939453
13-01-2015,2.943000078201294
14-01-2015,3.2330000400543213
15-01-2015,3.1579999923706055
16-01-2015,3.127000093460083
20-01-2015,2.8310000896453857
21-01-2015,2.9739999771118164
22-01-2015,2.8350000381469727
23-01-2015,2.9860000610351562
26-01-2015,2.88100004196167
27-01-2015,2.9809999465942383
28-01-2015,2.865999937057495
29-01-2015,2.7190001010894775
30-01-2015,2.690999984741211
02-02-2015,2.680000066757202
03-02-2015,2.753999948501587
04-02-2015,2.6619999408721924
05-02-2015,2.5999999046325684
06-02-2015,2.5789999961853027
09-02-2015,2.5969998836517334
10-02-2015,2.677000045776367
11-02-2015,2.796999931335449
12-02-2015,2.7130000591278076
13-02-2015,2.803999900817871
17-02-2015,2.759000062942505
18-02-2015,2.8310000896453857
19-02-2015,2.8340001106262207
20-02-2015,2.9509999752044678
23-02-2015,2.878999948501587
24-02-2015,2.9019999504089355
25-02-2015,2.8940000534057617
26-02-2015,2.697000026702881
27-02-2015,2.7339999675750732
02-03-2015,2.697999954223633
03-03-2015,2.7119998931884766
04-03-2015,2.7690000534057617
05-03-2015,2.8410000801086426
06-03-2015,2.8389999866485596
09-03-2015,2.677999973297119
10-03-2015,2.7320001125335693
11-03-2015,2.8239998817443848
12-03-2015,2.7339999675750732
13-03-2015,2.7269999980926514
16-03-2015,2.7160000801086426
17-03-2015,2.8550000190734863
18-03-2015,2.9200000762939453
19-03-2015,2.812999963760376
20-03-2015,2.7860000133514404
23-03-2015,2.7330000400543213
24-03-2015,2.7860000133514404
25-03-2015,2.7230000495910645
26-03-2015,2.671999931335449
27-03-2015,2.5899999141693115
30-03-2015,2.6440000534057617
31-03-2015,2.640000104904175
01-04-2015,2.6050000190734863
02-04-2015,2.7130000591278076
06-04-2015,2.6500000953674316
07-04-2015,2.680000066757202
08-04-2015,2.61899995803833
09-04-2015,2.5280001163482666
10-04-2015,2.510999917984009
13-04-2015,2.510999917984009
14-04-2015,2.5299999713897705
15-04-2015,2.609999895095825
16-04-2015,2.684000015258789
17-04-2015,2.634000062942505
20-04-2015,2.5360000133514404
21-04-2015,2.575000047683716
22-04-2015,2.6059999465942383
23-04-2015,2.5309998989105225
24-04-2015,2.5309998989105225
27-04-2015,2.490000009536743
28-04-2015,2.5169999599456787
29-04-2015,2.6059999465942383
30-04-2015,2.750999927520752
01-05-2015,2.7760000228881836
04-05-2015,2.821000099182129
05-05-2015,2.7799999713897705
06-05-2015,2.7760000228881836
07-05-2015,2.7339999675750732
08-05-2015,2.880000114440918
11-05-2015,2.802000045776367
12-05-2015,2.8970000743865967
13-05-2015,2.934999942779541
14-05-2015,3.007999897003174
15-05-2015,3.0160000324249268
18-05-2015,3.009999990463257
19-05-2015,2.947999954223633
20-05-2015,2.9149999618530273
21-05-2015,2.9489998817443848
22-05-2015,2.88700008392334
26-05-2015,2.822000026702881
27-05-2015,2.815000057220459
28-05-2015,2.7060000896453857
29-05-2015,2.6419999599456787
01-06-2015,2.6489999294281006
02-06-2015,2.697999954223633
03-06-2015,2.634000062942505
04-06-2015,2.625999927520752
05-06-2015,2.5899999141693115
08-06-2015,2.7049999237060547
09-06-2015,2.8459999561309814
10-06-2015,2.8910000324249268
11-06-2015,2.825000047683716
12-06-2015,2.75
15-06-2015,2.8889999389648438
16-06-2015,2.8940000534057617
17-06-2015,2.8550000190734863
18-06-2015,2.7769999504089355
19-06-2015,2.815999984741211
22-06-2015,2.7330000400543213
23-06-2015,2.7260000705718994
24-06-2015,2.759000062942505
25-06-2015,2.8499999046325684
26-06-2015,2.7730000019073486
29-06-2015,2.805000066757202
30-06-2015,2.8320000171661377
01-07-2015,2.7829999923706055
02-07-2015,2.822000026702881
06-07-2015,2.75600004196167
07-07-2015,2.7160000801086426
08-07-2015,2.684999942779541
09-07-2015,2.7260000705718994
10-07-2015,2.7699999809265137
13-07-2015,2.864000082015991
14-07-2015,2.8399999141693115
15-07-2015,2.9179999828338623
16-07-2015,2.8540000915527344
17-07-2015,2.869999885559082
20-07-2015,2.822999954223633
21-07-2015,2.881999969482422
22-07-2015,2.8970000743865967
23-07-2015,2.815999984741211
24-07-2015,2.7760000228881836
27-07-2015,2.7890000343322754
28-07-2015,2.821000099182129
29-07-2015,2.885999917984009
30-07-2015,2.7679998874664307
31-07-2015,2.7160000801086426
03-08-2015,2.747999906539917
04-08-2015,2.812000036239624
05-08-2015,2.7980000972747803
06-08-2015,2.812999963760376
07-08-2015,2.7980000972747803
10-08-2015,2.8420000076293945
11-08-2015,2.8440001010894775
12-08-2015,2.930999994277954
13-08-2015,2.7869999408721924
14-08-2015,2.8010001182556152
17-08-2015,2.7279999256134033
18-08-2015,2.7039999961853027
19-08-2015,2.7160000801086426
20-08-2015,2.755000114440918
21-08-2015,2.6760001182556152
24-08-2015,2.6500000953674316
25-08-2015,2.684999942779541
26-08-2015,2.693000078201294
27-08-2015,2.638000011444092
28-08-2015,2.7149999141693115
31-08-2015,2.688999891281128
01-09-2015,2.7019999027252197
02-09-2015,2.6480000019073486
03-09-2015,2.7249999046325684
